customer_id,first_name,last_name,email,phone,city,state,country,segment,joined_at
46,Pooja,Bhatia,pooja.bhatia757@ivyproschool.com,9257598233,Indore,NA,India,Retail,2024-07-08 00:00:00
47,Ayaan,Saha,ayaan.saha56@company.com,9296710243,Bengaluru,NA,India,Retail,2024-10-07 00:00:00
48,Vihaan,Chatterjee,vihaan.chatterjee411@ivyproschool.com,9060153917,Ahmedabad,NA,India,Prime,2024-04-26 00:00:00
49,Tara,Mishra,tara.mishra390@ivyproschool.com,9925450907,Lucknow,NA,India,Prime,2024-08-19 00:00:00
50,Zoya,Mukherjee,zoya.mukherjee178@company.com,9004522774,Chennai,NA,India,Retail,2024-03-24 00:00:00
51,Reyansh,Banerjee,reyansh.banerjee957@yahoo.com,9456980137,Chennai,NA,India,Prime,2025-08-26 00:00:00
52,Saanvi,Malhotra,saanvi.malhotra706@outlook.com,9695400432,Chennai,NA,India,Retail,2025-03-25 00:00:00
53,Vivaan,Banerjee,vivaan.banerjee22@outlook.com,9571542948,Chandigarh,NA,India,Retail,2025-08-12 00:00:00
54,Vivaan,Mehta,vivaan.mehta687@gmail.com,9836298543,Hyderabad,NA,India,Retail,2025-02-22 00:00:00
55,Riya,Iyer,riya.iyer2@company.com,9405644021,Pune,NA,India,Prime,2025-06-10 00:00:00
56,Anika,Rao,anika.rao997@company.com,9773042819,Indore,NA,India,Retail,2025-05-11 00:00:00
57,Zoya,Dutta,zoya.dutta299@company.com,9744441157,Bengaluru,NA,India,Business,2025-05-25 00:00:00
58,Diya,Gandhi,diya.gandhi875@ivyproschool.com,9372078568,Delhi,NA,India,Prime,2024-10-09 00:00:00
59,Kunal,Saha,kunal.saha782@company.com,9398923843,Ahmedabad,NA,India,Retail,2024-12-19 00:00:00
60,Meera,Agarwal,meera.agarwal812@yahoo.com,9405588454,Pune,NA,India,Business,2025-01-30 00:00:00
61,Aryan,Nair,aryan.nair801@outlook.com,9366888337,Pune,NA,India,Retail,2024-06-07 00:00:00
62,Dhruv,Mehta,dhruv.mehta241@outlook.com,9974068469,Jaipur,NA,India,Prime,2024-02-06 00:00:00
63,Vihaan,Singh,vihaan.singh442@yahoo.com,9246116364,Mumbai,NA,India,Retail,2024-10-27 00:00:00
64,Saanvi,Nair,saanvi.nair471@outlook.com,9684250992,Kolkata,NA,India,Prime,2025-04-17 00:00:00
65,Arjun,Agarwal,arjun.agarwal204@ivyproschool.com,9813326083,Chennai,NA,India,Prime,2025-04-12 00:00:00
66,Aarav,Ghosh,aarav.ghosh764@ivyproschool.com,9897282127,Chandigarh,NA,India,Business,2024-02-20 00:00:00
67,Dhruv,Jain,dhruv.jain926@gmail.com,9345702711,Chandigarh,NA,India,Prime,2024-05-20 00:00:00
68,Pooja,Kapoor,pooja.kapoor280@yahoo.com,9284873191,Hyderabad,NA,India,Retail,2025-06-27 00:00:00
69,Kabir,Gandhi,kabir.gandhi824@company.com,9370546658,Chandigarh,NA,India,Business,2025-02-10 00:00:00
70,Aisha,Iyer,aisha.iyer635@company.com,9366647610,Chandigarh,NA,India,Retail,2024-08-27 00:00:00
71,Vihaan,Patel,vihaan.patel909@company.com,9146794714,Ahmedabad,NA,India,Retail,2024-04-28 00:00:00
72,Ananya,Dutta,ananya.dutta287@gmail.com,9624239396,Ahmedabad,NA,India,Business,2025-02-21 00:00:00
73,Vihaan,Kaur,vihaan.kaur972@ivyproschool.com,9026903972,Chennai,NA,India,Business,2024-07-13 00:00:00
74,Navya,Bhatia,navya.bhatia833@yahoo.com,9319081121,Jaipur,NA,India,Retail,2024-07-31 00:00:00
75,Reyansh,Gandhi,reyansh.gandhi809@yahoo.com,9502141043,Mumbai,NA,India,Retail,2024-05-14 00:00:00
76,Saanvi,Iyer,saanvi.iyer630@gmail.com,9796360984,Ahmedabad,NA,India,Retail,2025-05-30 00:00:00
77,Ananya,Mehta,ananya.mehta83@outlook.com,9602653954,Indore,NA,India,Retail,2025-03-30 00:00:00
78,Tara,Reddy,tara.reddy667@company.com,9724234404,Delhi,NA,India,Prime,2024-04-27 00:00:00
79,Reyansh,Chatterjee,reyansh.chatterjee486@gmail.com,9004731095,Hyderabad,NA,India,Prime,2024-06-05 00:00:00
80,Reyansh,Iyer,reyansh.iyer964@ivyproschool.com,9879635262,Pune,NA,India,Prime,2024-12-28 00:00:00
81,Ananya,Khan,ananya.khan286@company.com,9245766566,Jaipur,NA,India,Retail,2025-01-11 00:00:00
82,Ayaan,Chatterjee,ayaan.chatterjee781@outlook.com,9931160790,Mumbai,NA,India,Retail,2024-07-03 00:00:00
83,Neha,Mukherjee,neha.mukherjee162@outlook.com,9339581700,Pune,NA,India,Retail,2025-03-05 00:00:00
84,Kunal,Jain,kunal.jain425@outlook.com,9253165532,Pune,NA,India,Prime,2025-05-12 00:00:00
85,Tara,Verma,tara.verma217@yahoo.com,9721441525,Mumbai,NA,India,Retail,2024-07-28 00:00:00
86,Reyansh,Chopra,reyansh.chopra760@gmail.com,9440344624,Hyderabad,NA,India,Retail,2024-03-14 00:00:00
87,Riya,Das,riya.das942@outlook.com,9082553333,Lucknow,NA,India,Prime,2025-04-16 00:00:00
88,Aadhya,Gupta,aadhya.gupta199@outlook.com,9396112117,Jaipur,NA,India,Retail,2024-04-26 00:00:00
89,Vivaan,Das,vivaan.das578@company.com,9495668610,Chandigarh,NA,India,Retail,2025-05-20 00:00:00
90,Kunal,Panda,kunal.panda361@company.com,9040326905,Chennai,NA,India,Retail,2024-10-08 00:00:00
91,Aditya,Rao,aditya.rao757@gmail.com,9486341018,Lucknow,NA,India,Business,2025-07-21 00:00:00
92,Riya,Agarwal,riya.agarwal41@yahoo.com,9795639376,Delhi,NA,India,Prime,2025-05-31 00:00:00
93,Vihaan,Chopra,vihaan.chopra97@company.com,9627698351,Chandigarh,NA,India,Retail,2024-12-08 00:00:00
94,Aisha,Patel,aisha.patel726@gmail.com,9337868765,Chandigarh,NA,India,Retail,2025-02-05 00:00:00
95,Zoya,Jain,zoya.jain372@outlook.com,9129421081,Pune,NA,India,Retail,2025-06-04 00:00:00
96,Dhruv,Saha,dhruv.saha345@company.com,9131878144,Indore,NA,India,Retail,2025-06-23 00:00:00
97,Reyansh,Bajaj,reyansh.bajaj771@ivyproschool.com,9229791654,Kolkata,NA,India,Prime,2025-03-30 00:00:00
98,Dhruv,Patel,dhruv.patel990@yahoo.com,9881268518,Pune,NA,India,Retail,2025-05-29 00:00:00
99,Sara,Iyer,sara.iyer280@ivyproschool.com,9914924300,Chennai,NA,India,Prime,2024-03-26 00:00:00
100,Neha,Khan,neha.khan384@yahoo.com,9098671286,Kolkata,NA,India,Business,2025-01-30 00:00:00
101,Diya,Bhatia,diya.bhatia6@gmail.com,9021964721,Indore,NA,India,Retail,2025-04-25 00:00:00
102,Kabir,Reddy,kabir.reddy857@ivyproschool.com,9505214624,Chandigarh,NA,India,Retail,2025-04-13 00:00:00
103,Reyansh,Jain,reyansh.jain70@company.com,9575080337,Delhi,NA,India,Business,2025-06-20 00:00:00
104,Aisha,Chopra,aisha.chopra673@gmail.com,9773058174,Delhi,NA,India,Retail,2024-12-19 00:00:00
105,Ayaan,Mehta,ayaan.mehta65@ivyproschool.com,9027833384,Chandigarh,NA,India,Prime,2024-07-05 00:00:00
106,Vihaan,Bhatia,vihaan.bhatia883@gmail.com,9831387839,Chandigarh,NA,India,Retail,2024-07-14 00:00:00
107,Meera,Agarwal,meera.agarwal532@outlook.com,9870685306,Ahmedabad,NA,India,Business,2025-01-11 00:00:00
108,Anika,Rao,anika.rao455@outlook.com,9479646706,Lucknow,NA,India,Retail,2025-03-12 00:00:00
109,Aditya,Khan,aditya.khan147@company.com,9641263901,Jaipur,NA,India,Business,2024-06-12 00:00:00
110,Kunal,Khan,kunal.khan588@yahoo.com,9536217435,Hyderabad,NA,India,Prime,2025-03-30 00:00:00
111,Rohan,Bhatia,rohan.bhatia627@outlook.com,9692101798,Chennai,NA,India,Retail,2025-04-01 00:00:00
112,Sara,Singh,sara.singh564@company.com,9221771329,Chandigarh,NA,India,Prime,2024-12-21 00:00:00
113,Ira,Nair,ira.nair568@company.com,9385603975,Kolkata,NA,India,Retail,2025-05-20 00:00:00
114,Dhruv,Reddy,dhruv.reddy325@gmail.com,9463876194,Lucknow,NA,India,Retail,2024-03-16 00:00:00
115,Yash,Gandhi,yash.gandhi312@yahoo.com,9192952019,Mumbai,NA,India,Retail,2024-05-07 00:00:00
116,Rohan,Nair,rohan.nair96@company.com,9655169390,Chandigarh,NA,India,Prime,2024-11-06 00:00:00
117,Sara,Sharma,sara.sharma790@company.com,9225608563,Delhi,NA,India,Business,2024-02-16 00:00:00
118,Kabir,Chopra,kabir.chopra75@gmail.com,9144318393,Chandigarh,NA,India,Retail,2025-02-19 00:00:00
119,Aditya,Nair,aditya.nair327@yahoo.com,9422023628,Hyderabad,NA,India,Retail,2025-06-11 00:00:00
120,Aadhya,Dutta,aadhya.dutta195@yahoo.com,9454309592,Hyderabad,NA,India,Prime,2025-08-14 00:00:00
121,Aisha,Verma,aisha.verma904@ivyproschool.com,9201123400,Mumbai,NA,India,Retail,2024-10-15 00:00:00
122,Pooja,Mukherjee,pooja.mukherjee396@company.com,9458661039,Hyderabad,NA,India,Retail,2025-07-20 00:00:00
123,Pooja,Khan,pooja.khan412@company.com,9007851819,Bengaluru,NA,India,Prime,2024-07-22 00:00:00
124,Riya,Das,riya.das520@company.com,9572836957,Pune,NA,India,Retail,2024-11-02 00:00:00
125,Aryan,Gandhi,aryan.gandhi272@company.com,9575166816,Indore,NA,India,Retail,2024-01-28 00:00:00
126,Vihaan,Ghosh,vihaan.ghosh452@outlook.com,9442564877,Indore,NA,India,Retail,2024-04-22 00:00:00
127,Neha,Mukherjee,neha.mukherjee490@company.com,9394556868,Jaipur,NA,India,Business,2024-11-28 00:00:00
128,Rohan,Mishra,rohan.mishra286@company.com,9299776445,Ahmedabad,NA,India,Business,2024-07-15 00:00:00
129,Yash,Chopra,yash.chopra588@company.com,9398982273,Indore,NA,India,Retail,2024-10-07 00:00:00
130,Kunal,Panda,kunal.panda848@company.com,9252172092,Chennai,NA,India,Retail,2025-05-05 00:00:00
131,Kabir,Verma,kabir.verma484@gmail.com,9619916846,Delhi,NA,India,Retail,2025-02-27 00:00:00
132,Dhruv,Patel,dhruv.patel930@gmail.com,9627809489,Hyderabad,NA,India,Prime,2024-10-19 00:00:00
133,Vihaan,Dutta,vihaan.dutta767@outlook.com,9805192954,Pune,NA,India,Retail,2025-05-22 00:00:00
134,Diya,Gandhi,diya.gandhi829@gmail.com,9376703261,Jaipur,NA,India,Retail,2025-04-24 00:00:00
135,Tara,Gandhi,tara.gandhi528@outlook.com,9061132227,Chandigarh,NA,India,Prime,2025-02-19 00:00:00
136,Riya,Patel,riya.patel670@outlook.com,9601345873,Lucknow,NA,India,Retail,2025-08-09 00:00:00
137,Ananya,Panda,ananya.panda225@yahoo.com,9449379788,Chennai,NA,India,Prime,2025-01-11 00:00:00
138,Dhruv,Banerjee,dhruv.banerjee541@outlook.com,9050555135,Chandigarh,NA,India,Retail,2024-03-24 00:00:00
139,Ananya,Jain,ananya.jain921@company.com,9401455630,Kolkata,NA,India,Retail,2025-08-20 00:00:00
140,Rohan,Dutta,rohan.dutta47@ivyproschool.com,9309909047,Mumbai,NA,India,Retail,2024-08-11 00:00:00
141,Dhruv,Panda,dhruv.panda913@ivyproschool.com,9493098181,Indore,NA,India,Retail,2025-03-06 00:00:00
142,Pooja,Kaur,pooja.kaur229@gmail.com,9794743241,Jaipur,NA,India,Prime,2024-05-10 00:00:00
143,Ishaan,Malhotra,ishaan.malhotra677@ivyproschool.com,9698205468,Indore,NA,India,Retail,2024-04-25 00:00:00
144,Kabir,Bajaj,kabir.bajaj553@yahoo.com,9771929557,Mumbai,NA,India,Retail,2025-02-15 00:00:00
145,Navya,Singh,navya.singh677@company.com,9230989644,Kolkata,NA,India,Prime,2024-11-05 00:00:00
146,Aisha,Panda,aisha.panda327@ivyproschool.com,9421522814,Chandigarh,NA,India,Prime,2025-01-25 00:00:00
147,Vihaan,Saha,vihaan.saha138@ivyproschool.com,9226980712,Pune,NA,India,Retail,2025-03-02 00:00:00
148,Reyansh,Mishra,reyansh.mishra193@company.com,9754839099,Lucknow,NA,India,Prime,2024-02-10 00:00:00
149,Ananya,Bajaj,ananya.bajaj721@yahoo.com,9323246338,Ahmedabad,NA,India,Prime,2024-09-05 00:00:00
150,Kunal,Iyer,kunal.iyer328@yahoo.com,9345212954,Indore,NA,India,Prime,2025-04-25 00:00:00
151,Diya,Mukherjee,diya.mukherjee854@yahoo.com,9466289641,Hyderabad,NA,India,Retail,2024-08-23 00:00:00
152,Ira,Khan,ira.khan501@yahoo.com,9956008967,Bengaluru,NA,India,Prime,2024-05-23 00:00:00
153,Arjun,Nair,arjun.nair155@gmail.com,9240699605,Chandigarh,NA,India,Retail,2024-08-24 00:00:00
154,Arjun,Sharma,arjun.sharma549@outlook.com,9086891011,Mumbai,NA,India,Prime,2025-06-26 00:00:00
155,Neha,Chatterjee,neha.chatterjee81@outlook.com,9942628096,Hyderabad,NA,India,Prime,2024-09-30 00:00:00
156,Vihaan,Gupta,vihaan.gupta488@gmail.com,9670863998,Pune,NA,India,Retail,2025-01-23 00:00:00
157,Yash,Verma,yash.verma709@company.com,9400985093,Kolkata,NA,India,Business,2024-08-04 00:00:00
158,Ishaan,Ghosh,ishaan.ghosh307@yahoo.com,9558653776,Bengaluru,NA,India,Business,2025-02-11 00:00:00
159,Vivaan,Bose,vivaan.bose448@yahoo.com,9837937029,Indore,NA,India,Retail,2024-12-20 00:00:00
160,Meera,Banerjee,meera.banerjee443@yahoo.com,9660677017,Hyderabad,NA,India,Business,2025-07-20 00:00:00
161,Zoya,Nair,zoya.nair110@gmail.com,9033211454,Indore,NA,India,Retail,2025-02-02 00:00:00
162,Aarav,Gupta,aarav.gupta613@outlook.com,9804775925,Hyderabad,NA,India,Retail,2025-07-21 00:00:00
163,Reyansh,Kaur,reyansh.kaur275@ivyproschool.com,9112273974,Bengaluru,NA,India,Retail,2024-05-22 00:00:00
164,Tara,Mukherjee,tara.mukherjee7@ivyproschool.com,9368338891,Ahmedabad,NA,India,Retail,2024-04-19 00:00:00
165,Riya,Mishra,riya.mishra182@ivyproschool.com,9926452383,Indore,NA,India,Retail,2024-07-24 00:00:00
166,Ananya,Malhotra,ananya.malhotra559@yahoo.com,9659474268,Lucknow,NA,India,Retail,2024-07-23 00:00:00
167,Ira,Chopra,ira.chopra311@yahoo.com,9214345559,Pune,NA,India,Retail,2025-05-26 00:00:00
168,Sara,Agarwal,sara.agarwal992@outlook.com,9785912616,Pune,NA,India,Retail,2025-07-10 00:00:00
169,Saanvi,Panda,saanvi.panda340@ivyproschool.com,9102756234,Chandigarh,NA,India,Business,2025-02-13 00:00:00
170,Reyansh,Ghosh,reyansh.ghosh26@ivyproschool.com,9149191342,Indore,NA,India,Retail,2025-05-27 00:00:00
171,Meera,Khan,meera.khan714@ivyproschool.com,9338186619,Ahmedabad,NA,India,Retail,2024-04-09 00:00:00
172,Kabir,Bose,kabir.bose574@ivyproschool.com,9924164061,Bengaluru,NA,India,Retail,2025-07-19 00:00:00
173,Saanvi,Reddy,saanvi.reddy211@outlook.com,9780181342,Pune,NA,India,Prime,2024-01-05 00:00:00
174,Sara,Mehta,sara.mehta626@ivyproschool.com,9538687260,Jaipur,NA,India,Retail,2024-11-16 00:00:00
175,Diya,Singh,diya.singh188@outlook.com,9654131666,Delhi,NA,India,Retail,2024-09-01 00:00:00
176,Aadhya,Saha,aadhya.saha192@outlook.com,9868941356,Bengaluru,NA,India,Retail,2025-05-16 00:00:00
177,Arjun,Jain,arjun.jain455@ivyproschool.com,9157202275,Ahmedabad,NA,India,Prime,2025-03-01 00:00:00
178,Dhruv,Bhatia,dhruv.bhatia587@gmail.com,9259577424,Ahmedabad,NA,India,Retail,2025-07-16 00:00:00
179,Aryan,Dutta,aryan.dutta34@ivyproschool.com,9280818276,Chandigarh,NA,India,Retail,2024-09-10 00:00:00
180,Sara,Agarwal,sara.agarwal143@yahoo.com,9885551925,Lucknow,NA,India,Retail,2025-03-14 00:00:00
181,Sara,Bose,sara.bose769@ivyproschool.com,9998182787,Chandigarh,NA,India,Retail,2024-04-07 00:00:00
182,Reyansh,Kaur,reyansh.kaur276@ivyproschool.com,9307747684,Ahmedabad,NA,India,Retail,2024-05-25 00:00:00
183,Meera,Singh,meera.singh868@gmail.com,9746305242,Lucknow,NA,India,Prime,2024-01-03 00:00:00
184,Rohan,Singh,rohan.singh134@company.com,9878706809,Chennai,NA,India,Retail,2024-12-11 00:00:00
185,Aadhya,Rao,aadhya.rao439@yahoo.com,9998388030,Ahmedabad,NA,India,Business,2024-01-01 00:00:00
186,Reyansh,Kapoor,reyansh.kapoor641@outlook.com,9774002055,Chandigarh,NA,India,Retail,2024-06-18 00:00:00
187,Kunal,Sharma,kunal.sharma881@ivyproschool.com,9642081323,Mumbai,NA,India,Prime,2024-12-17 00:00:00
188,Navya,Bhatia,navya.bhatia577@gmail.com,9613279642,Bengaluru,NA,India,Retail,2024-05-26 00:00:00
189,Tanvi,Iyer,tanvi.iyer394@outlook.com,9931205667,Bengaluru,NA,India,Retail,2024-05-06 00:00:00
190,Ayaan,Sharma,ayaan.sharma622@company.com,9136772326,Chandigarh,NA,India,Retail,2024-11-04 00:00:00
191,Vivaan,Bose,vivaan.bose136@ivyproschool.com,9853679700,Mumbai,NA,India,Business,2025-01-04 00:00:00
192,Rohan,Mukherjee,rohan.mukherjee408@company.com,9277446510,Mumbai,NA,India,Business,2024-03-02 00:00:00
193,Vivaan,Bose,vivaan.bose401@company.com,9686067800,Kolkata,NA,India,Retail,2024-06-08 00:00:00
194,Arjun,Iyer,arjun.iyer760@yahoo.com,9177195771,Ahmedabad,NA,India,Retail,2024-02-26 00:00:00
195,Diya,Bajaj,diya.bajaj31@outlook.com,9820750434,Chennai,NA,India,Prime,2024-04-30 00:00:00
196,Saanvi,Das,saanvi.das106@company.com,9617080039,Hyderabad,NA,India,Retail,2024-06-10 00:00:00
197,Aadhya,Malhotra,aadhya.malhotra732@ivyproschool.com,9229385160,Mumbai,NA,India,Prime,2025-07-20 00:00:00
198,Kabir,Chopra,kabir.chopra71@ivyproschool.com,9873043277,Jaipur,NA,India,Business,2024-02-17 00:00:00
199,Kabir,Rao,kabir.rao792@yahoo.com,9757190566,Hyderabad,NA,India,Business,2025-08-28 00:00:00
200,Aarav,Singh,aarav.singh745@outlook.com,9152409709,Mumbai,NA,India,Prime,2025-01-20 00:00:00
201,Tanvi,Gandhi,tanvi.gandhi382@ivyproschool.com,9900180549,Jaipur,NA,India,Prime,2025-02-26 00:00:00
202,Kabir,Patel,kabir.patel403@outlook.com,9320275114,Chennai,NA,India,Business,2024-11-18 00:00:00
203,Arjun,Iyer,arjun.iyer213@ivyproschool.com,9321168608,Jaipur,NA,India,Business,2025-01-01 00:00:00
204,Riya,Nair,riya.nair406@company.com,9028198550,Delhi,NA,India,Business,2024-09-11 00:00:00
205,Ananya,Chopra,ananya.chopra851@yahoo.com,9183665280,Bengaluru,NA,India,Retail,2024-05-04 00:00:00
206,Vivaan,Mukherjee,vivaan.mukherjee95@outlook.com,9190947434,Chandigarh,NA,India,Prime,2025-03-30 00:00:00
207,Aisha,Mukherjee,aisha.mukherjee905@yahoo.com,9062245021,Bengaluru,NA,India,Retail,2024-10-08 00:00:00
208,Ishaan,Panda,ishaan.panda822@company.com,9797354953,Jaipur,NA,India,Prime,2024-09-12 00:00:00
209,Aadhya,Sharma,aadhya.sharma831@outlook.com,9095799162,Hyderabad,NA,India,Retail,2024-08-12 00:00:00
210,Navya,Chopra,navya.chopra971@yahoo.com,9593991237,Indore,NA,India,Prime,2024-02-27 00:00:00
211,Aisha,Malhotra,aisha.malhotra361@company.com,9551984340,Lucknow,NA,India,Prime,2024-01-29 00:00:00
212,Kabir,Mishra,kabir.mishra1@outlook.com,9921798305,Kolkata,NA,India,Retail,2024-01-21 00:00:00
213,Yash,Nair,yash.nair984@gmail.com,9393131197,Delhi,NA,India,Prime,2025-06-22 00:00:00
214,Meera,Panda,meera.panda576@company.com,9725136179,Hyderabad,NA,India,Prime,2024-06-27 00:00:00
215,Saanvi,Kaur,saanvi.kaur326@company.com,9259172918,Lucknow,NA,India,Retail,2024-02-03 00:00:00
216,Vivaan,Dutta,vivaan.dutta272@yahoo.com,9202103798,Indore,NA,India,Retail,2024-12-09 00:00:00
217,Meera,Kapoor,meera.kapoor104@ivyproschool.com,9757247002,Pune,NA,India,Retail,2024-12-25 00:00:00
218,Ananya,Gupta,ananya.gupta165@gmail.com,9580564091,Hyderabad,NA,India,Prime,2024-06-23 00:00:00
219,Tanvi,Reddy,tanvi.reddy211@yahoo.com,9459562035,Bengaluru,NA,India,Retail,2024-02-24 00:00:00
220,Meera,Nair,meera.nair90@outlook.com,9864026941,Mumbai,NA,India,Retail,2025-01-04 00:00:00
221,Ira,Kaur,ira.kaur272@gmail.com,9633310428,Ahmedabad,NA,India,Prime,2025-05-15 00:00:00
222,Saanvi,Verma,saanvi.verma353@company.com,9472035969,Bengaluru,NA,India,Retail,2024-04-09 00:00:00
223,Saanvi,Kapoor,saanvi.kapoor405@gmail.com,9598661719,Kolkata,NA,India,Retail,2025-05-02 00:00:00
224,Ishaan,Chopra,ishaan.chopra81@ivyproschool.com,9281537805,Kolkata,NA,India,Retail,2024-05-09 00:00:00
225,Pooja,Singh,pooja.singh895@gmail.com,9765441579,Chennai,NA,India,Retail,2025-06-16 00:00:00
226,Yash,Iyer,yash.iyer889@company.com,9882654146,Lucknow,NA,India,Prime,2024-04-13 00:00:00
227,Reyansh,Agarwal,reyansh.agarwal901@outlook.com,9604233738,Pune,NA,India,Retail,2024-02-09 00:00:00
228,Sara,Agarwal,sara.agarwal234@yahoo.com,9377376049,Chandigarh,NA,India,Business,2024-04-10 00:00:00
229,Arjun,Bajaj,arjun.bajaj841@gmail.com,9513518801,Ahmedabad,NA,India,Prime,2025-06-12 00:00:00
230,Navya,Mukherjee,navya.mukherjee52@outlook.com,9728561035,Mumbai,NA,India,Retail,2024-09-12 00:00:00
231,Aadhya,Gandhi,aadhya.gandhi353@yahoo.com,9828000872,Ahmedabad,NA,India,Retail,2025-08-23 00:00:00
